"","country","ISO3_Code","model_name","Scientific_Name","environment","fao_fishing_area","production","national_production","farm_name","prop_production"
"654","United States of America","USA","oysters","Magallana gigas","Marine","Pacific, Northeast",26314.7352857143,208164.464857143,"Other",0.126413195949526
"655","Portugal","PRT","breams_porgies","Sparus aurata","Marine","Atlantic, Northeast",1709.36157142857,13263.517647619,"Other",0.128876940253887
"656","Canada","CAN","mussels","Mytilidae","Marine","Atlantic, Northwest",22495.5714285714,169568,"Other",0.132664013425714
"657","Portugal","PRT","general_fish","Actinopterygii","Marine","Atlantic, Northeast",1778.965,13263.517647619,"Other",0.134124675464155
"658","Thailand","THA","oysters","Crassostrea spp","Marine","Pacific, Western Central",12796,94638.4285714286,"Other",0.135209345644853
"659","Greece","GRC","mussels","Mytilus galloprovincialis","Marine","Mediterranean and Black Sea",18022.3671428571,131967.969585714,"Other",0.136566222845093
"660","Republic of Korea","KOR","oysters","Magallana gigas","Marine","Pacific, Northwest",310268.539142857,2266404.24630238,"Other",0.136899028339299
"661","South Africa","ZAF","oysters","Magallana gigas","Marine","Atlantic, Southeast",438.652857142857,3146.33714285714,"Other",0.139416991004506
"662","Russian Federation","RUS","scallops","Mizuhopecten yessoensis","Marine","Pacific, Northwest",14496.1428571429,103803.65,"Other",0.139649644854905
"663","Japan","JPN","general_fish","Seriola quinqueradiata","Marine","Pacific, Northwest",131665.714285714,936255.171428571,"Other",0.140630159708292
"664","Myanmar","MMR","general_seaweed","Kappaphycus alvarezii","Marine","Indian Ocean, Eastern",384.69425,2712.69889285714,"Other",0.141812366648191
"665","Morocco","MAR","bass","Dicentrarchus labrax","Marine","Mediterranean and Black Sea",193.197285714286,1318.78186666667,"Other",0.146496771450618
"666","Chile","CHL","general_salmonid","Oncorhynchus kisutch","Marine","Pacific, Southeast",207484.84,1410104.90385714,"Salmonidae fish",0.147141421487475
"667","China","CHN","oysters","Crassostrea spp","Marine","Pacific, Northwest",5622762,37340268.6414286,"Other",0.150581723286308
"668","Montenegro","MNE","breams_porgies","Sparus aurata","Marine","Mediterranean and Black Sea",54.2857142857143,354.142857142857,"Other",0.153287615974183
"669","Tunisia","TUN","bass","Dicentrarchus labrax","Marine","Mediterranean and Black Sea",3395.57085714286,21888.9955714286,"Other",0.15512684655001
"670","Brunei Darussalam","BRN","jack_pompano","Trachinotus blochii","Marine","Pacific, Western Central",61.3757142857143,393.83725,"Other",0.155840297700927
"671","Morocco","MAR","snappers","Chrysophrys auratus","Marine","Mediterranean and Black Sea",209.857,1318.78186666667,"Other",0.159129424891496
"672","Dominican Republic","DOM","bass","Dicentrarchus labrax","Marine","Atlantic, Western Central",71.4285714285714,448,"Other",0.159438775510204
"673","Portugal","PRT","mussels","Mytilidae","Marine","Atlantic, Northeast",2183.23714285714,13263.517647619,"Other",0.164604684885315
"674","Croatia","HRV","tuna","Thunnus thynnus","Marine","Mediterranean and Black Sea",3297.83671428571,19986.0245238095,"Other",0.165007138380971
"675","Senegal","SEN","mussels","Mytilus edulis","Marine","Atlantic, Eastern Central",184.628571428571,1111.01428571429,"Other",0.166180195702768
"676","Japan","JPN","scallops","Mizuhopecten yessoensis","Marine","Pacific, Northwest",155780.714285714,936255.171428571,"Other",0.166387026784609
"677","Jamaica","JAM","general_seaweed","Kappaphycus alvarezii","Marine","Atlantic, Western Central",1,6,"Other",0.166666666666667
"678","Switzerland","CHE","shrimp","Penaeus vannamei","Marine","Europe - Inland waters",30,179.8,"Other",0.166852057842047
"679","Iran (Islamic Republic of)","IRN","breams_porgies","Acanthopagrus bifasciatus","Marine","Indian Ocean, Western",2312.5,13502.7333333333,"Other",0.171261621103875
"680","Japan","JPN","oysters","Magallana gigas","Marine","Pacific, Northwest",163134.571428571,936255.171428571,"Other",0.174241570468075
"681","Russian Federation","RUS","atlantic_salmon","Salmo salar","Marine","Atlantic, Northeast",18144.4285714286,103803.65,"Salmonidae fish",0.17479567020455
"682","El Salvador","SLV","clams","Larkinia grandis","Marine","Pacific, Eastern Central",3,17.1428571428571,"Other",0.175
"683","Russian Federation","RUS","general_seaweed","Laminariaceae","Marine","Pacific, Northwest",18378.1428571429,103803.65,"Other",0.177047173747193
"684","Montenegro","MNE","bass","Dicentrarchus labrax","Marine","Mediterranean and Black Sea",64,354.142857142857,"Other",0.1807180314643
"685","Canada","CAN","general_salmonid","Salmonidae","Marine","Atlantic, Northwest",31568.5714285714,169568,"Salmonidae fish",0.186170571266816
"686","United Arab Emirates","ARE","bass","Dicentrarchus labrax","Marine","Indian Ocean, Western",513.365714285714,2727.95552380952,"Other",0.188186980984504
"687","Singapore","SGP","barramundi","Lates calcarifer","Marine","Pacific, Western Central",835.924285714286,4174.23357142857,"Other",0.200258148330737
"688","New Caledonia","NCL","oysters","Magallana gigas","Marine","Pacific, Western Central",20,99.1139333333333,"Other",0.201787975992612
"689","Mexico","MEX","tuna","Thunnus orientalis","Marine","Pacific, Eastern Central",5402.90242857143,26076.2340595238,"Other",0.207196423234977
"690","Mexico","MEX","oysters","Magallana gigas","Marine","Pacific, Eastern Central",5422.20328571429,26076.2340595238,"Other",0.207936593656013
"691","Kuwait","KWT","grouper","Epinephelus coioides","Marine","Indian Ocean, Western",1.66666666666667,7.63,"Other",0.218435998252512
"692","Brunei Darussalam","BRN","general_fish","Actinopterygii","Marine","Pacific, Western Central",87.5,393.83725,"Other",0.222172991508548
"693","Brunei Darussalam","BRN","grouper","Epinephelus spp","Marine","Pacific, Western Central",87.5744285714286,393.83725,"Other",0.222361974575611
"694","Bosnia and Herzegovina","BIH","mussels","Mytilus galloprovincialis","Marine","Mediterranean and Black Sea",40,178.014285714286,"Other",0.22470106733007
"695","Saint Kitts and Nevis","KNA","general_seaweed","Eucheuma spp","Marine","Atlantic, Western Central",0.5,2.16666666666667,"Other",0.230769230769231
"696","Cook Islands","COK","general_gastropods","Turbo setosus","Marine","Pacific, Eastern Central",2,8.5,"Other",0.235294117647059
"697","Palau","PLW","clams","Tridacna crocea","Marine","Pacific, Western Central",1.5,6.3,"Other",0.238095238095238
"698","Republic of Korea","KOR","general_seaweed","Undaria pinnatifida","Marine","Pacific, Northwest",551408.882714286,2266404.24630238,"Other",0.243296792094307
"699","Republic of Korea","KOR","general_seaweed","Pyropia tenera","Marine","Pacific, Northwest",552190.104714286,2266404.24630238,"Other",0.243641488765819
"700","Ireland","IRL","oysters","Magallana gigas","Marine","Atlantic, Northeast",10138.7,39343.6880952381,"Other",0.257695719208061
"701","Kuwait","KWT","barramundi","Lates calcarifer","Marine","Indian Ocean, Western",2,7.63,"Other",0.262123197903014
"702","Republic of Korea","KOR","general_seaweed","Saccharina japonica","Marine","Pacific, Northwest",613503.606142857,2266404.24630238,"Other",0.270694694974995
"703","India","IND","mussels","Perna viridis","Marine","Indian Ocean, Western",3572.85714285714,13124.7142857143,"Other",0.272223613031032
"704","Bosnia and Herzegovina","BIH","bass","Dicentrarchus labrax","Marine","Mediterranean and Black Sea",48.7,178.014285714286,"Other",0.27357354947436
"705","Japan","JPN","general_seaweed","Pyropia tenera","Marine","Pacific, Northwest",257085.571428571,936255.171428571,"Other",0.274589213789122
"706","Chile","CHL","mussels","Mytilus chilensis","Marine","Pacific, Southeast",389000.737142857,1410104.90385714,"Other",0.275866523177673
"707","China","CHN","general_seaweed","Saccharina japonica","Marine","Pacific, Northwest",10852321.4685714,37340268.6414286,"Other",0.290633192085043
"708","Albania","ALB","bass","Dicentrarchus labrax","Marine","Mediterranean and Black Sea",1849.85714285714,6158.78571428571,"Other",0.300360692622618
"709","Portugal","PRT","clams","Ruditapes decussatus","Marine","Atlantic, Northeast",4056.76157142857,13263.517647619,"Other",0.305858647698697
"710","Myanmar","MMR","general_gastropods","Rochia nilotica","Marine","Indian Ocean, Eastern",860.94,2712.69889285714,"Other",0.317373963718184
"711","Ireland","IRL","atlantic_salmon","Salmo salar","Marine","Atlantic, Northeast",12654,39343.6880952381,"Salmonidae fish",0.321627193906398
"712","Brunei Darussalam","BRN","barramundi","Lates calcarifer","Marine","Pacific, Western Central",127.584428571429,393.83725,"Other",0.323952161892834
"713","India","IND","oysters","Magallana bilineata","Marine","Indian Ocean, Western",4252.57142857143,13124.7142857143,"Other",0.324012495510106
"714","Thailand","THA","general_bivalves","Tegillarca granosa","Marine","Pacific, Western Central",30790.5714285714,94638.4285714286,"Other",0.325349563526746
"715","Argentina","ARG","mussels","Mytilus edulis","Marine","Atlantic, Southwest",14.2916666666667,43.6918571428571,"Other",0.327101377722121
"716","Cyprus","CYP","bass","Dicentrarchus labrax","Marine","Mediterranean and Black Sea",2413.71428571429,7279.97285714286,"Other",0.331555396301517
"717","Greece","GRC","bass","Dicentrarchus labrax","Marine","Mediterranean and Black Sea",45044.617,131967.969585714,"Other",0.341329923779294
"718","Singapore","SGP","milkfish","Chanos chanos","Marine","Pacific, Western Central",1453.99028571429,4174.23357142857,"Other",0.348325090303147
"719","Maldives","MDV","sea_cucumber","Holothuria scabra","Marine","Indian Ocean, Western",2,5.71428571428571,"Other",0.35
"720","Croatia","HRV","breams_porgies","Sparus aurata","Marine","Mediterranean and Black Sea",7000.31528571429,19986.0245238095,"Other",0.350260517161617
"721","France","FRA","mussels","Mytilus edulis","Marine","Atlantic, Northeast",54216.6957142857,153925.758804762,"Other",0.35222626891873
"722","Russian Federation","RUS","general_salmonid","Oncorhynchus mykiss","Marine","Atlantic, Northeast",37351.1666666667,103803.65,"Salmonidae fish",0.359825176346561
"723","Saudi Arabia","SAU","breams_porgies","Sparus aurata","Marine","Indian Ocean, Western",6504.12428571429,17942.3212142857,"Other",0.362501830617974
"724","Cambodia","KHM","general_bivalves","Tegillarca granosa","Marine","Pacific, Western Central",5628.18571428571,15406.6142857143,"Other",0.36530970464448
"725","Croatia","HRV","bass","Dicentrarchus labrax","Marine","Mediterranean and Black Sea",7473.10928571429,19986.0245238095,"Other",0.373916747515821
"726","Denmark","DNK","mussels","Mytilus edulis","Marine","Atlantic, Northeast",6155.43285714286,16238.5548571429,"Other",0.379062848344246
"727","Türkiye","TUR","breams_porgies","Sparus aurata","Marine","Mediterranean and Black Sea",112457.857142857,291018.271428571,"Other",0.386428854074405
"728","China, Hong Kong SAR","HKG","general_fish","Actinopterygii","Marine","Pacific, Northwest",508.437142857143,1311.86714285714,"Other",0.387567556383649
"729","Morocco","MAR","oysters","Magallana gigas","Marine","Atlantic, Eastern Central",528.472,1318.78186666667,"Other",0.400727378315989
"730","Iran (Islamic Republic of)","IRN","barramundi","Lates calcarifer","Marine","Indian Ocean, Western",5431.83333333333,13502.7333333333,"Other",0.402276576100641
"731","India","IND","general_seaweed","Rhodophyta","Marine","Indian Ocean, Eastern",5299.28571428571,13124.7142857143,"Other",0.403763891458862
"732","Ireland","IRL","mussels","Mytilus edulis","Marine","Atlantic, Northeast",16005.1428571429,39343.6880952381,"Other",0.40680331794009
"733","Kuwait","KWT","breams_porgies","Sparidentex hasta","Marine","Indian Ocean, Western",3.11,7.63,"Other",0.407601572739187
"734","El Salvador","SLV","clams","Anadara tuberculosa","Marine","Pacific, Eastern Central",7,17.1428571428571,"Other",0.408333333333333
"735","Belize","BLZ","general_seaweed","Kappaphycus alvarezii","Marine","Atlantic, Western Central",3.42857142857143,8.28571428571428,"Other",0.413793103448276
"736","Ecuador","ECU","oysters","Magallana gigas","Marine","Pacific, Southeast",66.4285714285714,160.238095238095,"Other",0.414561664190193
"737","Senegal","SEN","general_seaweed","Meristotheca senegalense","Marine","Atlantic, Eastern Central",461.5,1111.01428571429,"Other",0.415386197940106
"738","El Salvador","SLV","oysters","Crassostrea spp","Marine","Pacific, Eastern Central",7.14285714285714,17.1428571428571,"Other",0.416666666666667
"739","Sweden","SWE","general_salmonid","Oncorhynchus mykiss","Marine","Atlantic, Northeast",1612.83333333333,3864.40476190476,"Salmonidae fish",0.417356212069869
"740","Senegal","SEN","oysters","Crassostrea tulipa","Marine","Atlantic, Eastern Central",464.885714285714,1111.01428571429,"Other",0.418433606357125
"741","Mexico","MEX","oysters","Crassostrea spp","Marine","Atlantic, Western Central",11021.10775,26076.2340595238,"Other",0.422649517750235
"742","Iran (Islamic Republic of)","IRN","general_fish","Actinopterygii","Marine","Indian Ocean, Western",5758.4,13502.7333333333,"Other",0.426461802795483
"743","France","FRA","oysters","Magallana gigas","Marine","Atlantic, Northeast",66728.218,153925.758804762,"Other",0.433509105416446
"744","Panama","PAN","cobia_ling","Rachycentron canadum","Marine","Atlantic, Western Central",1222.32857142857,2768.5619047619,"Other",0.441503066746016
"745","Cambodia","KHM","mussels","Perna viridis","Marine","Pacific, Western Central",7111.42857142857,15406.6142857143,"Other",0.46158282667092
"746","Greece","GRC","breams_porgies","Sparus aurata","Marine","Mediterranean and Black Sea",61581.5618571429,131967.969585714,"Other",0.466640216186285
"747","Sri Lanka","LKA","sea_cucumber","Holothuria scabra","Marine","Indian Ocean, Eastern",361.001428571429,773.045714285714,"Other",0.466985874056607
"748","Panama","PAN","general_fish","Seriola rivoliana","Marine","Pacific, Eastern Central",1302.2,2768.5619047619,"Other",0.470352495192622
"749","China, Hong Kong SAR","HKG","oysters","Crassostrea spp","Marine","Pacific, Northwest",619.242857142857,1311.86714285714,"Other",0.472031684393128
"750","Türkiye","TUR","bass","Dicentrarchus labrax","Marine","Mediterranean and Black Sea",139395.285714286,291018.271428571,"Other",0.478991525274383
"751","Ecuador","ECU","general_seaweed","Kappaphycus alvarezii","Marine","Pacific, Southeast",77.1428571428571,160.238095238095,"Other",0.481426448736998
"752","Canada","CAN","general_salmonid","Salmonidae","Marine","Pacific, Northeast",81947.4285714286,169568,"Salmonidae fish",0.483271776345941
"753","Myanmar","MMR","barramundi","Lates calcarifer","Marine","Indian Ocean, Eastern",1325.41414285714,2712.69889285714,"Other",0.488596115974064
"754","Greenland","GRL","general_seaweed","Alaria esculenta","Marine","Atlantic, Northwest",9.66666666666667,19.3333333333333,"Other",0.5
"755","Greenland","GRL","general_seaweed","Saccharina latissima","Marine","Atlantic, Northwest",9.66666666666667,19.3333333333333,"Other",0.5
"756","Bosnia and Herzegovina","BIH","breams_porgies","Sparus aurata","Marine","Mediterranean and Black Sea",89.3142857142857,178.014285714286,"Other",0.50172538319557
"757","Chile","CHL","atlantic_salmon","Salmo salar","Marine","Pacific, Southeast",716380.971428571,1410104.90385714,"Salmonidae fish",0.508033813278014
"758","Thailand","THA","mussels","Perna viridis","Marine","Pacific, Western Central",48133.7142857143,94638.4285714286,"Other",0.508606440452308
"759","Sri Lanka","LKA","barramundi","Lates calcarifer","Marine","Indian Ocean, Eastern",412.044285714286,773.045714285714,"Other",0.533014125943393
"760","Argentina","ARG","oysters","Magallana gigas","Marine","Atlantic, Southwest",24.6428571428571,43.6918571428571,"Other",0.564014870374669
"761","Albania","ALB","breams_porgies","Sparus aurata","Marine","Mediterranean and Black Sea",3548,6158.78571428571,"Other",0.576087586838778
"762","Sweden","SWE","mussels","Mytilus edulis","Marine","Atlantic, Northeast",2251.57142857143,3864.40476190476,"Other",0.582643787930132
"763","Belize","BLZ","general_seaweed","Eucheumatopsis isiformis","Marine","Atlantic, Western Central",4.85714285714286,8.28571428571428,"Other",0.586206896551724
"764","Cook Islands","COK","clams","Tridacna spp","Marine","Pacific, Eastern Central",5,8.5,"Other",0.588235294117647
"765","Dominican Republic","DOM","breams_porgies","Sparus aurata","Marine","Atlantic, Western Central",270.714285714286,448,"Other",0.604272959183674
"766","Montenegro","MNE","mussels","Mytilus galloprovincialis","Marine","Mediterranean and Black Sea",214.285714285714,354.142857142857,"Other",0.605082694634933
"767","Saudi Arabia","SAU","barramundi","Lates calcarifer","Marine","Indian Ocean, Western",10937.4824285714,17942.3212142857,"Other",0.609591272943156
"768","United Arab Emirates","ARE","breams_porgies","Sparus aurata","Marine","Indian Ocean, Western",1680.50428571429,2727.95552380952,"Other",0.616030676104096
"769","Denmark","DNK","general_salmonid","Oncorhynchus mykiss","Marine","Atlantic, Northeast",10022.822,16238.5548571429,"Salmonidae fish",0.617223767026981
"770","United States of America","USA","oysters","Crassostrea virginica","Marine","Atlantic, Western Central",128670.808428571,208164.464857143,"Other",0.618120909910702
"771","Maldives","MDV","grouper","Epinephelus fuscoguttatus","Marine","Indian Ocean, Western",3.71428571428571,5.71428571428571,"Other",0.65
"772","Cyprus","CYP","breams_porgies","Sparus aurata","Marine","Mediterranean and Black Sea",4801.85714285714,7279.97285714286,"Other",0.659598220637008
"773","Palau","PLW","clams","Hippopus hippopus","Marine","Pacific, Western Central",4.4,6.3,"Other",0.698412698412698
"774","New Caledonia","NCL","sea_cucumber","Holothuria scabra","Marine","Pacific, Western Central",69.6095,99.1139333333333,"Other",0.702318005742886
"775","Slovenia","SVN","mussels","Mytilus galloprovincialis","Marine","Mediterranean and Black Sea",504.102857142857,699.829047619048,"Other",0.720322854356948
"776","Australia","AUS","atlantic_salmon","Salmo salar","Marine","Indian Ocean, Eastern",68299.0164285714,94141.3358428571,"Salmonidae fish",0.72549444743994
"777","Israel","ISR","breams_porgies","Sparus aurata","Marine","Mediterranean and Black Sea",2226,2981,"Other",0.746729285474673
"778","Brazil","BRA","mussels","Perna perna","Marine","Atlantic, Southwest",11484.7602857143,15334.4745714286,"Other",0.748950362284526
"779","Tunisia","TUN","breams_porgies","Sparus aurata","Marine","Mediterranean and Black Sea",16809.7478571429,21888.9955714286,"Other",0.767954281058214
"780","Saint Kitts and Nevis","KNA","general_seaweed","Kappaphycus alvarezii","Marine","Atlantic, Western Central",1.66666666666667,2.16666666666667,"Other",0.769230769230769
"781","Spain","ESP","mussels","Mytilidae","Marine","Atlantic, Northeast",210342.56,264035.123892857,"Other",0.796646131388773
"782","Italy","ITA","mussels","Mytilus galloprovincialis","Marine","Mediterranean and Black Sea",57798.6657142857,71954.7164285714,"Other",0.803264449963634
"783","Malaysia","MYS","general_seaweed","Kappaphycus alvarezii","Marine","Pacific, Western Central",208447.941428571,258189.336988095,"Other",0.807345275603627
"784","Algeria","DZA","breams_porgies","Sparus aurata","Marine","Mediterranean and Black Sea",2122.60714285714,2607.63628571429,"Other",0.813996627706734
"785","Taiwan Province of China","TWN","oysters","Magallana gigas","Marine","Pacific, Northwest",19186.5001428571,23210.4990952381,"Other",0.826630227300605
"786","Switzerland","CHE","atlantic_salmon","Salmo salar","Marine","Europe - Inland waters",149.8,179.8,"Salmonidae fish",0.833147942157953
"787","Jamaica","JAM","oysters","Crassostrea rhizophorae","Marine","Atlantic, Western Central",5,6,"Other",0.833333333333333
"788","Philippines","PHL","general_seaweed","Kappaphycus alvarezii","Marine","Pacific, Western Central",1410588.58942857,1684667.3459881,"Other",0.837309865824715
"789","South Africa","ZAF","mussels","Mytilus galloprovincialis","Marine","Atlantic, Southeast",2689.14428571429,3146.33714285714,"Other",0.854690442764285
"790","New Zealand","NZL","mussels","Perna canaliculus","Marine","Pacific, Southwest",95168.8571428571,110435.428571429,"Other",0.861760201177676
"791","Malta","MLT","tuna","Thunnus thynnus","Marine","Mediterranean and Black Sea",15356.7722857143,17708.4821428571,"Other",0.867198676985908
"792","United Kingdom of Great Britain and Northern Ireland","GBR","atlantic_salmon","Salmo salar","Marine","Atlantic, Northeast",181039.714285714,204097.140142857,"Salmonidae fish",0.887027197730434
"793","Saint Vincent and the Grenadines","VCT","general_seaweed","Kappaphycus alvarezii","Marine","Atlantic, Western Central",8.885,9.985,"Other",0.889834752128192
"794","Marshall Islands","MHL","general_fish","Polydactylus sexfilis","Marine","Pacific, Western Central",6.36714285714286,7.10154285714286,"Other",0.896585852571272
"795","Democratic People's Republic of Korea","PRK","general_seaweed","Saccharina japonica","Marine","Pacific, Northwest",592857.142857143,658515.714285714,"Other",0.900293083362801
"796","Viet Nam","VNM","general_molluscs","Mollusca","Marine","Pacific, Western Central",321119.669,354879.191857143,"Other",0.904870379464985
"797","Finland","FIN","general_salmonid","Oncorhynchus mykiss","Marine","Atlantic, Northeast",11513.0428571429,12539.3028571429,"Salmonidae fish",0.918156534562414
"798","Namibia","NAM","oysters","Magallana gigas","Marine","Atlantic, Southeast",311.054285714286,337.415119047619,"Other",0.921874178585302
"799","United Republic of Tanzania, Zanzibar","EAZ","general_seaweed","Eucheuma denticulatum","Marine","Indian Ocean, Western",103081.142857143,111673.91,"Other",0.923054837581516
"800","Bahrain","BHR","breams_porgies","Sparus aurata","Marine","Indian Ocean, Western",15,16,"Other",0.9375
"801","Norway","NOR","atlantic_salmon","Salmo salar","Marine","Atlantic, Northeast",1420096.474,1511209.72928571,"Salmonidae fish",0.939708398166031
"802","Jersey","JEY","oysters","Magallana gigas","Marine","Atlantic, Northeast",1397.48757142857,1481.37747619048,"Other",0.943370338681241
"803","Netherlands (Kingdom of the)","NLD","mussels","Mytilus edulis","Marine","Atlantic, Northeast",36435.8571428571,38530.0285714286,"Other",0.945648329206682
"804","Mauritius","MUS","drums","Sciaenops ocellatus","Marine","Indian Ocean, Western",2222.33485714286,2324.375,"Other",0.956099965428495
"805","Indonesia","IDN","general_seaweed","Eucheuma spp","Marine","Pacific, Western Central",8471123.75685714,8739896.85872143,"Other",0.96924756593711
"806","Samoa","WSM","general_seaweed","Caulerpa spp","Marine","Pacific, Eastern Central",3.29557142857143,3.39507142857143,"Other",0.970692811007553
"807","French Polynesia","PYF","oysters","Pinctada margaritifera","Marine","Pacific, Eastern Central",1476.57142857143,1515.09352380952,"Other",0.974574443997862
"808","Qatar","QAT","barramundi","Lates calcarifer","Marine","Indian Ocean, Western",15.7266666666667,16.132380952381,"Other",0.974850935710491
"809","Costa Rica","CRI","general_fish","Lutjanus guttatus","Marine","Pacific, Eastern Central",827,840.65,"Other",0.983762564682091
"810","Bulgaria","BGR","mussels","Mytilus galloprovincialis","Marine","Mediterranean and Black Sea",2264.30514285714,2284.47389285714,"Other",0.991171380831682
"811","Germany","DEU","mussels","Mytilus edulis","Marine","Atlantic, Northeast",15597.2857142857,15689.2028571429,"Other",0.994141375843369
"812","Madagascar","MDG","general_seaweed","Eucheuma spp","Marine","Indian Ocean, Western",13564.9542857143,13622.9428571429,"Other",0.995743315373435
"813","Tonga","TON","general_seaweed","Cladosiphon okamuranus","Marine","Pacific, Eastern Central",92.1428571428571,92.3428571428571,"Other",0.997834158415842
"814","Iceland","ISL","atlantic_salmon","Salmo salar","Marine","Atlantic, Northeast",31560.8571428571,31629.3338095238,"Salmonidae fish",0.99783502659022
"815","Papua New Guinea","PNG","general_seaweed","Kappaphycus alvarezii","Marine","Pacific, Western Central",714.285714285714,715.286142857143,"Other",0.998601358936673
"816","United Republic of Tanzania","TZA","general_seaweed","Eucheuma denticulatum","Marine","Indian Ocean, Western",26504.5714285714,26536.3739285714,"Other",0.998801550653243
"817","Venezuela (Bolivarian Republic of)","VEN","general_seaweed","Kappaphycus alvarezii","Marine","Atlantic, Western Central",6529.16666666667,6536.30952380952,"Other",0.998907203351243
"818","Faroe Islands","FRO","atlantic_salmon","Salmo salar","Marine","Atlantic, Northeast",96007.8571428571,96104.4285714286,"Salmonidae fish",0.998995140702599
"819","Peru","PER","scallops","Argopecten purpuratus","Marine","Pacific, Southeast",34529.6898571429,34531.5773571429,"Other",0.999945339884695
"820","Antigua and Barbuda","ATG","general_seaweed","Eucheumatopsis isiformis","Marine","Atlantic, Western Central",10,10,"Other",1
"821","Austria","AUT","shrimp","Penaeus vannamei","Marine","Europe - Inland waters",16.8002857142857,16.8002857142857,"Other",1
"822","Bahamas","BHS","lobsters","Panulirus argus","Marine","Atlantic, Western Central",4.368,4.368,"Other",1
"823","Bangladesh","BGD","general_seaweed","Algae","Marine","Indian Ocean, Eastern",312.857142857143,312.857142857143,"Other",1
"824","British Virgin Islands","VGB","lobsters","Panulirus argus","Marine","Atlantic, Western Central",1,1,"Other",1
"825","Cuba","CUB","oysters","Crassostrea rhizophorae","Marine","Atlantic, Western Central",933.114285714286,933.114285714286,"Other",1
"826","Dominica","DMA","general_seaweed","Kappaphycus alvarezii","Marine","Atlantic, Western Central",0.833333333333333,0.833333333333333,"Other",1
"827","Estonia","EST","general_salmonid","Oncorhynchus mykiss","Marine","Atlantic, Northeast",233.6292,233.6292,"Salmonidae fish",1
"828","Fiji","FJI","general_seaweed","Eucheuma spp","Marine","Pacific, Western Central",153.485714285714,153.485714285714,"Other",1
"829","Gambia","GMB","oysters","Crassostrea tulipa","Marine","Atlantic, Eastern Central",45.7142857142857,45.7142857142857,"Other",1
"830","Georgia","GEO","general_salmonid","Oncorhynchus mykiss","Marine","Mediterranean and Black Sea",90,90,"Salmonidae fish",1
"831","Grenada","GRD","general_seaweed","Eucheuma spp","Marine","Atlantic, Western Central",22,22,"Other",1
"832","Guadeloupe","GLP","drums","Sciaenops ocellatus","Marine","Atlantic, Western Central",34.2857142857143,34.2857142857143,"Other",1
"833","Guernsey","GGY","oysters","Magallana gigas","Marine","Atlantic, Northeast",43.4594285714286,43.4594285714286,"Other",1
"834","Kenya","KEN","general_seaweed","Eucheuma denticulatum","Marine","Indian Ocean, Western",852.857142857143,852.857142857143,"Other",1
"835","Kiribati","KIR","general_seaweed","Eucheuma spp","Marine","Pacific, Western Central",21.4285714285714,21.4285714285714,"Other",1
"836","Martinique","MTQ","drums","Sciaenops ocellatus","Marine","Atlantic, Western Central",35.0714285714286,35.0714285714286,"Other",1
"837","Mayotte","MYT","drums","Sciaenops ocellatus","Marine","Indian Ocean, Western",7.85714285714286,7.85714285714286,"Other",1
"838","Micronesia (Federated States of)","FSM","sea_cucumber","Holothuria scabra","Marine","Pacific, Western Central",0.5,0.5,"Other",1
"839","Mozambique","MOZ","crabs","Scylla serrata","Marine","Indian Ocean, Western",6.85714285714286,6.85714285714286,"Other",1
"840","Nicaragua","NIC","general_fish","Lutjanus guttatus","Marine","Pacific, Eastern Central",13.24,13.24,"Other",1
"841","Oman","OMN","breams_porgies","Sparus aurata","Marine","Indian Ocean, Western",1262.16666666667,1262.16666666667,"Other",1
"842","Saint Lucia","LCA","general_seaweed","Eucheuma spp","Marine","Atlantic, Western Central",113.898571428571,113.898571428571,"Other",1
"843","Saint Pierre and Miquelon","SPM","scallops","Pectinidae","Marine","Atlantic, Northwest",19.5714285714286,19.5714285714286,"Other",1
"844","Seychelles","SYC","oysters","Pinctada margaritifera","Marine","Indian Ocean, Western",0.0142857142857143,0.0142857142857143,"Other",1
"845","Solomon Islands","SLB","general_seaweed","Kappaphycus alvarezii","Marine","Pacific, Western Central",6632.73828571429,6632.73828571429,"Other",1
"846","Timor-Leste","TLS","general_seaweed","Eucheuma spp","Marine","Indian Ocean, Eastern",707.142857142857,707.142857142857,"Other",1
"847","Turks and Caicos Islands","TCA","conch","Aliger gigas","Marine","Atlantic, Western Central",0.142857142857143,0.142857142857143,"Other",1
"848","Tuvalu","TUV","milkfish","Chanos chanos","Marine","Pacific, Western Central",0.378571428571429,0.378571428571429,"Other",1
